member_supplier_name~membership_number~catalogue_name~brand_name~label_name~appa_product_code~product_code~product_name~product_code_group~categorisation~category_ /_sub category~Memento Category~additional_keywords~product_tags~discontinued_stock~product_description~description_additional~product_features~product_materials~product_item_size~product_packaging_inner~product_image_file_name~alternate_views_image_file_names~group_image_file_name~colours_available_appa~colours_available_supplier~colour_image_file_names~colour_product_codes~product_sizes~size_images~size_product_code~decoration_options_available~decoration_areas~indent_only~branded~custom_field_1~custom_field_2~custom_field_3~price_decoration_description~decoration position ~decoration color~decoration_type~price_product_code~price_notes~MOQ~IOQ~qty_1~sell_1~qty_2~sell_2~qty_3~sell_3~qty_4~sell_4~qty_5~sell_5~qty_6~sell_6~qty_7~sell_7~qty_8~sell_8~additional_charges_name1~additional_charge_value1~Set-up Charge~additional_charges_notes1~additional_charges_name2~additional_charge_value2~additional_charges_notes2~carton_height~carton_width~carton_depth~carton_weight~carton_qty~carton_cubic~carton_notes~freight_description~product_URL
53~~Bags Stock - Grace Collection Products Catalogue V53~~~~14MG2130~Transit Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main zippered compartment with an inside padded pocket, Second zippered main compartment, Large front pocket with inside organiser, Elastic pocket on both sides, Padded back with adjustable backpack strap and carry handle~~~600 Denier Nylon~32cm (W) x 43cm (H) x 17cm (D)~~G2130.jpg~~~Black/Grey, Navy/Grey~Black-Grey, Navy-Grey~~~~~~~10cm (W) x 8cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~33.04~50~31.17~100~29.84~250~27.36~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 48cm x 38cm x 60cm, 16.5kg~~~~
53~~Bags Stock - Grace Collection Products Catalogue V53~~~~14MG2130~Transit Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main zippered compartment with an inside padded pocket, Second zippered main compartment, Large front pocket with inside organiser, Elastic pocket on both sides, Padded back with adjustable backpack strap and carry handle~~~600 Denier Nylon~32cm (W) x 43cm (H) x 17cm (D)~~G2130.jpg~~~Black/Grey, Navy/Grey~Black-Grey, Navy-Grey~~~~~~~10cm (W) x 8cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~33.67~50~31.42~100~30.08~250~27.66~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 48cm x 38cm x 60cm, 16.5kg~~~~
54~~Bags Stock - Grace Collection Products Catalogue V54~~~~14MG2134~Harvey Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main zippered compartment with inside pocket, Hidden hole for headphones, Large secondary zippered compartment, Front big zippered pocket with mesh bottle holder on each side, Padded adjustable backpack strap and carry handle~~~600 Denier Nylon~34cm (W) x 46cm (H) x 20cm (D)~~G2134_A.jpg, G2134_B.jpg~~~Bottle/White/Gold, Black/White/Red, Black/White/Gold, Royal/White/Gold, Navy/Red/White~Bottle-White-Gold, Black-White-Red, Black-White-Gold, Royal-White-Gold, Navy-Red-White~~~~~~~12cm (W) x 12cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~33.56~50~31.67~100~30.32~250~27.81~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 51cm x 40cm x 58cm, 16.5kg~~~~
54~~Bags Stock - Grace Collection Products Catalogue V54~~~~14MG2134~Harvey Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main zippered compartment with inside pocket, Hidden hole for headphones, Large secondary zippered compartment, Front big zippered pocket with mesh bottle holder on each side, Padded adjustable backpack strap and carry handle~~~600 Denier Nylon~34cm (W) x 46cm (H) x 20cm (D)~~G2134_A.jpg, G2134_B.jpg~~~Bottle/White/Gold, Black/White/Red, Black/White/Gold, Royal/White/Gold, Navy/Red/White~Bottle-White-Gold, Black-White-Red, Black-White-Gold, Royal-White-Gold, Navy-Red-White~~~~~~~12cm (W) x 12cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~34.17~50~31.92~100~30.56~250~28.11~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 51cm x 40cm x 58cm, 16.5kg~~~~
55~~Bags Stock - Grace Collection Products Catalogue V55~~~~14MG2138~Rukus~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main zippered compartment with a padded laptop holder, One large zippered front pocket and one elastic pocket at one side, Padded back with adjustable strap and carry handle, 19 litre capacity~~~Polycotton Canvas~30cm (W) x 44cm (H) x 15cm (D)~~G2138.jpg~~~Black, Black/Tan, Red, Royal, Navy, Grey~Black, Black-Tan, Red, Royal, Navy, Grey~~~~~~~Front: 8cm (W) x 10cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~22.40~50~20.92~100~19.92~250~18.17~~~~~~~~~~~75.00~~~~~~~~~20 units-box, 49cm(L) x 44cm(W) x 65cm(H)~~~~
55~~Bags Stock - Grace Collection Products Catalogue V55~~~~14MG2138~Rukus~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main zippered compartment with a padded laptop holder, One large zippered front pocket and one elastic pocket at one side, Padded back with adjustable strap and carry handle, 19 litre capacity~~~Polycotton Canvas~30cm (W) x 44cm (H) x 15cm (D)~~G2138.jpg~~~Black, Black/Tan, Red, Royal, Navy, Grey~Black, Black-Tan, Red, Royal, Navy, Grey~~~~~~~Front: 8cm (W) x 10cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~24.31~50~21.17~100~20.16~250~18.47~~~~~~~~~~~75.00~~~~~~~~~20 units-box, 49cm(L) x 44cm(W) x 65cm(H)~~~~
56~~Bags Stock - Grace Collection Products Catalogue V56~~~~14MG2140~Fraser Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main zippered compartment with an inside padded pocket, Second zippered main compartment, Front pockets with bungee elastic cord with toggle, Both elastic and zippered pockets on 2 sides, Padded back with adjustable backpack strap and moulded plastic handle~~~600 Denier and Honeycomb Nylon~32cm (W) x 43cm (H) x 19cm (D)~~G2140.jpg~~~Black/Red/Grey, Navy/Red/Grey~Black-Red-Grey, Navy-Red-Grey~~~~~~~7cm (W) x 4cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~28.89~50~27.17~100~25.97~250~23.77~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 48cm x 39cm x 58cm, 16.5kg~~~~
56~~Bags Stock - Grace Collection Products Catalogue V56~~~~14MG2140~Fraser Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main zippered compartment with an inside padded pocket, Second zippered main compartment, Front pockets with bungee elastic cord with toggle, Both elastic and zippered pockets on 2 sides, Padded back with adjustable backpack strap and moulded plastic handle~~~600 Denier and Honeycomb Nylon~32cm (W) x 43cm (H) x 19cm (D)~~G2140.jpg~~~Black/Red/Grey, Navy/Red/Grey~Black-Red-Grey, Navy-Red-Grey~~~~~~~7cm (W) x 4cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~30.79~50~27.42~100~26.21~250~24.07~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 48cm x 39cm x 58cm, 16.5kg~~~~
57~~Bags Stock - Grace Collection Products Catalogue V57~~~~14MG2143~Vibe~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Large main zippered compartment with laptop/tablet holder, Second zippered compartment with inside pocket, Front compartment with stationary organiser, Front small zippered pocket and zippered pocket on both sides, Elasticised mesh pocket on both sides and extra padding on back for comfort, Adjustable padded backpack strap with mesh pocket for mobile phone~~~1680 denier nylon~35cm (W) x 45cm (H) x 28cm (D)~~G2143.jpg~~~Black~Black~~~~~~~Front: 10cm (W) x 10cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~66.13~50~65.48~100~60.41~250~55.83~~~~~~~~~~~75.00~~~~~~~~~10 units-box, 54cm(L) x 41cm(W) x 52cm(H)~~~~
57~~Bags Stock - Grace Collection Products Catalogue V57~~~~14MG2143~Vibe~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Large main zippered compartment with laptop/tablet holder, Second zippered compartment with inside pocket, Front compartment with stationary organiser, Front small zippered pocket and zippered pocket on both sides, Elasticised mesh pocket on both sides and extra padding on back for comfort, Adjustable padded backpack strap with mesh pocket for mobile phone~~~1680 denier nylon~35cm (W) x 45cm (H) x 28cm (D)~~G2143.jpg~~~Black~Black~~~~~~~Front: 10cm (W) x 10cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~67.90~50~65.73~100~60.63~250~56.11~~~~~~~~~~~75.00~~~~~~~~~10 units-box, 54cm(L) x 41cm(W) x 52cm(H)~~~~
58~~Bags Stock - Grace Collection Products Catalogue V58~~~~14MG2146~Kingsley~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Zippered main compartment with inside mesh pocket,  Two front zippered pockets, 1.5L Hydration compartment with rube access via shoulder strap, Adjustable padded straps with carry handle, Elastic mesh pockets on both sides, Extra padding on back for comfort~~~Premium 600 denier nylon~25cm (W) x 42cm (H) x 16cm (D)~~G2146.jpg~~~Black~Black~~~~~~~Front: 10cm (W) x 10cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~51.58~50~49.27~100~45.38~250~41.88~~~~~~~~~~~75.00~~~~~~~~~20 units-box, 54cm(L) x 34cm(W) x 54cm(H)~~~~
58~~Bags Stock - Grace Collection Products Catalogue V58~~~~14MG2146~Kingsley~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Zippered main compartment with inside mesh pocket,  Two front zippered pockets, 1.5L Hydration compartment with rube access via shoulder strap, Adjustable padded straps with carry handle, Elastic mesh pockets on both sides, Extra padding on back for comfort~~~Premium 600 denier nylon~25cm (W) x 42cm (H) x 16cm (D)~~G2146.jpg~~~Black~Black~~~~~~~Front: 10cm (W) x 10cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~53.42~50~49.52~100~45.60~250~42.15~~~~~~~~~~~75.00~~~~~~~~~20 units-box, 54cm(L) x 34cm(W) x 54cm(H)~~~~
59~~Bags Stock - Grace Collection Products Catalogue V59~~~~14MG2147~Ciena Backpack ~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main zippered compartment with padded laptop pocket, One front large zippered pocket, One clear ID pocket at the back, One drink bottle holder with mesh, Padded and adjustable backpack strap with moulded handle, Waist buckle for support, Studded base for durability~~~420 Denier with Non-Phthalate nylon backing~32cm (W) x 42cm (H) x 15cm (D)~~G2147.jpg, G2147_b.jpg~~~Black, Bottle Green, Maroon, Navy, Royal~Black, Bottle Green, Maroon, Navy, Royal~~~~~~~Front panel: 14cm (W) x 16cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~46.67~50~44.52~100~40.97~250~37.78~~~~~~~~~~~75.00~~~~~~~~~24 units-box, 48cm(L) x 37cm(W) x 55cm(H)~~~~
59~~Bags Stock - Grace Collection Products Catalogue V59~~~~14MG2147~Ciena Backpack ~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main zippered compartment with padded laptop pocket, One front large zippered pocket, One clear ID pocket at the back, One drink bottle holder with mesh, Padded and adjustable backpack strap with moulded handle, Waist buckle for support, Studded base for durability~~~420 Denier with Non-Phthalate nylon backing~32cm (W) x 42cm (H) x 15cm (D)~~G2147.jpg, G2147_b.jpg~~~Black, Bottle Green, Maroon, Navy, Royal~Black, Bottle Green, Maroon, Navy, Royal~~~~~~~Front panel: 14cm (W) x 16cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~48.50~50~44.76~100~41.19~250~38.06~~~~~~~~~~~75.00~~~~~~~~~24 units-box, 48cm(L) x 37cm(W) x 55cm(H)~~~~
60~~Bags Stock - Grace Collection Products Catalogue V60~~~~14MG2150~Document Satchel~Bags | Satchels~~~Bags | Satchels~~~NO~Main pocket with zip closure, Webbing carry handles, Business card holder on back~~~600 Denier Nylon~42cm (W) x 33cm (H) x 6cm (D)~~G2150.jpg~~~Black, Grey, Navy, Red, Royal~Black, Grey, Navy, Red, Royal~~~~~~~30cm (W) x 20cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~11.07~50~10.38~100~9.67~250~9.03~~~~~~~~~~~75.00~~~~~~~~~50 units-box, 41cm x 35cm x 40cm, 9kg~~~~
60~~Bags Stock - Grace Collection Products Catalogue V60~~~~14MG2150~Document Satchel~Bags | Satchels~~~Bags | Satchels~~~NO~Main pocket with zip closure, Webbing carry handles, Business card holder on back~~~600 Denier Nylon~42cm (W) x 33cm (H) x 6cm (D)~~G2150.jpg~~~Black, Grey, Navy, Red, Royal~Black, Grey, Navy, Red, Royal~~~~~~~30cm (W) x 20cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~12.98~50~10.64~100~9.92~250~9.35~~~~~~~~~~~75.00~~~~~~~~~50 units-box, 41cm x 35cm x 40cm, 9kg~~~~
61~~Bags Stock - Grace Collection Products Catalogue V61~~~~14MG2154~Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~YES~Main compartment with zipper closure at the back, Front pocket with zipper closure, Single shoulder strap which can be zippered apart as backpack straps~~~600 Denier Nylon~29cm (W) x 37cm (H) x 11cm (D)~~G2154_A.jpg, G2154_B.jpg~~~Royal/Silver/Black, Black/White/Black~Royal-Silver-Black, Black-White-Black~~~~~~~Front Panel: 8cm (W) x 5cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~9.86~50~9.17~100~8.50~250~7.90~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 42cm x 36cm x 40cm, 8kg~~~~
61~~Bags Stock - Grace Collection Products Catalogue V61~~~~14MG2154~Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~YES~Main compartment with zipper closure at the back, Front pocket with zipper closure, Single shoulder strap which can be zippered apart as backpack straps~~~600 Denier Nylon~29cm (W) x 37cm (H) x 11cm (D)~~G2154_A.jpg, G2154_B.jpg~~~Royal/Silver/Black, Black/White/Black~Royal-Silver-Black, Black-White-Black~~~~~~~Front Panel: 8cm (W) x 5cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~11.76~50~9.43~100~8.75~250~8.23~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 42cm x 36cm x 40cm, 8kg~~~~
62~~Bags Stock - Grace Collection Products Catalogue V62~~~~14MG2155~Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main compartment with inside open pocket and zipper closure, 3 front large pockets with zipper closure, Open front pocket, Elasticised mesh and zippered pocket on both sides, Adjustable, padded straps with reinforced carry handle~~~420 Denier Nylon and Honeycomb Textured Fabric~32cm (W) x 45cm (H) x 25cm (D)~~G2155.jpg~~~Black/White/Royal, Black/White/Black~Black-White-Royal, Black-White-Black~~~~~~~Front Panel: 7cm (W) x 4cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~36.00~50~34.19~100~33.87~250~28.89~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 51cm x 37cm x 60cm, 16.5kg~~~~
62~~Bags Stock - Grace Collection Products Catalogue V62~~~~14MG2155~Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main compartment with inside open pocket and zipper closure, 3 front large pockets with zipper closure, Open front pocket, Elasticised mesh and zippered pocket on both sides, Adjustable, padded straps with reinforced carry handle~~~420 Denier Nylon and Honeycomb Textured Fabric~32cm (W) x 45cm (H) x 25cm (D)~~G2155.jpg~~~Black/White/Royal, Black/White/Black~Black-White-Royal, Black-White-Black~~~~~~~Front Panel: 7cm (W) x 4cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~37.83~50~34.44~100~34.11~250~29.17~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 51cm x 37cm x 60cm, 16.5kg~~~~
63~~Bags Stock - Grace Collection Products Catalogue V63~~~~14MG2163~Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main compartment with zipper clousre, Front zipper pocket, Support clip on both sides, Elasticised mesh pocket on both sides, Adjustable, padded straps with carry handle~~~600 Denier Nylon~30cm (W) x 43cm (H) x 18cm (D)~~G2163.jpg~~~Lime/Black, White/Black, Charcoal/Black~Lime-Black, White-Black, Charcoal-Black~~~~~~~Front Panel: 14cm (W) x 14cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~26.73~50~25.08~100~23.95~250~21.90~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 51cm x 41cm x 50cm, 12.5kg~~~~
63~~Bags Stock - Grace Collection Products Catalogue V63~~~~14MG2163~Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main compartment with zipper clousre, Front zipper pocket, Support clip on both sides, Elasticised mesh pocket on both sides, Adjustable, padded straps with carry handle~~~600 Denier Nylon~30cm (W) x 43cm (H) x 18cm (D)~~G2163.jpg~~~Lime/Black, White/Black, Charcoal/Black~Lime-Black, White-Black, Charcoal-Black~~~~~~~Front Panel: 14cm (W) x 14cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~28.63~50~25.33~100~24.19~250~22.20~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 51cm x 41cm x 50cm, 12.5kg~~~~
64~~Bags Stock - Grace Collection Products Catalogue V64~~~~14MG2168~Trinity Backpack ~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main zippered compartment with padded laptop pocket, One zipper pocket on the top, One front large zippered pocket with reflective strip, One clear ID pocket and one drink bottle holder with mesh, One large zipper pocket and keyring link at the right, Padded and ergonomic adjustable backpack strap with carry handle, Waist buckle for support, Hard plastic base for support, Studded base for durability~~~420 Denier with Non-Phthalate nylon backing~32cm (W) x 38cm (H) x 24cm (D)~~G2168.jpg, G2168_b.jpg~~~Royal, Navy, Bottle Green, Black, Maroon~Royal, Navy, Bottle Green, Black, Maroon~~~~~~~Front panel: 14cm (W) x 10cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~52.83~50~50.48~100~46.50~250~42.92~~~~~~~~~~~75.00~~~~~~~~~10 units-box, 48cm(L) x 37cm(W) x 46cm(H)~~~~
64~~Bags Stock - Grace Collection Products Catalogue V64~~~~14MG2168~Trinity Backpack ~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main zippered compartment with padded laptop pocket, One zipper pocket on the top, One front large zippered pocket with reflective strip, One clear ID pocket and one drink bottle holder with mesh, One large zipper pocket and keyring link at the right, Padded and ergonomic adjustable backpack strap with carry handle, Waist buckle for support, Hard plastic base for support, Studded base for durability~~~420 Denier with Non-Phthalate nylon backing~32cm (W) x 38cm (H) x 24cm (D)~~G2168.jpg, G2168_b.jpg~~~Royal, Navy, Bottle Green, Black, Maroon~Royal, Navy, Bottle Green, Black, Maroon~~~~~~~Front panel: 14cm (W) x 10cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~54.67~50~50.73~100~46.73~250~43.19~~~~~~~~~~~75.00~~~~~~~~~10 units-box, 48cm(L) x 37cm(W) x 46cm(H)~~~~
65~~Bags Stock - Grace Collection Products Catalogue V65~~~~14MG2169~Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main compartment with zipper closure, Front large pocket with zipper closure, Elasticised mesh pocket on one side, Adjustable, padded straps with carry handle~~~600 Denier Nylon~30cm (W) x 43cm (H) x 18cm (D)~~G2169.jpg~~~Black/White/Red, Emerald/Lime/Natural~Black-White-Red, Emerald-Lime-Natural~~~~~~~Top Panel: 10cm (W) x 6cm (H), Front Panel: 8cm (W) x 4cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~22.58~50~21.08~100~20.08~250~18.32~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 45cm x 43cm x 55cm, 11.5kg~~~~
65~~Bags Stock - Grace Collection Products Catalogue V65~~~~14MG2169~Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main compartment with zipper closure, Front large pocket with zipper closure, Elasticised mesh pocket on one side, Adjustable, padded straps with carry handle~~~600 Denier Nylon~30cm (W) x 43cm (H) x 18cm (D)~~G2169.jpg~~~Black/White/Red, Emerald/Lime/Natural~Black-White-Red, Emerald-Lime-Natural~~~~~~~Top Panel: 10cm (W) x 6cm (H), Front Panel: 8cm (W) x 4cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~24.48~50~21.33~100~20.32~250~18.62~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 45cm x 43cm x 55cm, 11.5kg~~~~
66~~Bags Stock - Grace Collection Products Catalogue V66~~~~14MG2171~Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main compartment with zipper closure, Front zipper pocket, Elasticised mesh pocket on both sides, Adjustable, padded straps with carry handle~~~600 Denier Nylon~33cm (W) x 43cm (H) x 18cm (D)~~G2171.jpg~~~Black/White/Black, Royal/White/Black, Maroon/White/Navy, Red/White/Navy~Black-White-Black, Royal-White-Black, Maroon-White-Navy, Red-White-Navy~~~~~~~Front Panel: 8cm (W) x 5cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~29.24~50~27.50~100~26.29~250~24.07~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 50cm x 39cm x 54cm, 13.5kg~~~~
66~~Bags Stock - Grace Collection Products Catalogue V66~~~~14MG2171~Backpack~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main compartment with zipper closure, Front zipper pocket, Elasticised mesh pocket on both sides, Adjustable, padded straps with carry handle~~~600 Denier Nylon~33cm (W) x 43cm (H) x 18cm (D)~~G2171.jpg~~~Black/White/Black, Royal/White/Black, Maroon/White/Navy, Red/White/Navy~Black-White-Black, Royal-White-Black, Maroon-White-Navy, Red-White-Navy~~~~~~~Front Panel: 8cm (W) x 5cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~31.14~50~27.75~100~26.53~250~24.37~~~~~~~~~~~75.00~~~~~~~~~25 units-box, 50cm x 39cm x 54cm, 13.5kg~~~~
67~~Bags Stock - Grace Collection Products Catalogue V67~~~~14MG2172~Beez~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main zippered compartment with a padded laptop holder, Two large zippered front pockets, Two support buckles and mesh pocket on both sides, Padded back with adjustable strap and carry handle, 26 litre capacity.~~~Honeycomb Textured Nylon~32cm (W) x 51cm (H) x 16cm (D)~~G2172.jpg~~~Black, Silver~Black, Silver~~~~~~~Front: 10cm (H) x 10cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~36.67~50~34.84~100~34.52~250~29.44~~~~~~~~~~~75.00~~~~~~~~~20 units-box, 56cm(L) x 44cm(W) x 65cm(H)~~~~
67~~Bags Stock - Grace Collection Products Catalogue V67~~~~14MG2172~Beez~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Main zippered compartment with a padded laptop holder, Two large zippered front pockets, Two support buckles and mesh pocket on both sides, Padded back with adjustable strap and carry handle, 26 litre capacity.~~~Honeycomb Textured Nylon~32cm (W) x 51cm (H) x 16cm (D)~~G2172.jpg~~~Black, Silver~Black, Silver~~~~~~~Front: 10cm (H) x 10cm (H)~~~~~~~1 Position~Medium~Embroidery~~~~~25~38.50~50~35.08~100~34.76~250~29.72~~~~~~~~~~~75.00~~~~~~~~~20 units-box, 56cm(L) x 44cm(W) x 65cm(H)~~~~
68~~Bags Stock - Grace Collection Products Catalogue V68~~~~14MG2183~Oregon Backpack ~Bags | Backpacks & Backsacks~~~Bags | Backpacks & Backsacks~~~NO~Large main zippered compartment with padded laptop holder, Two Large zippered compartments, One small zippered pocket on top, Hidden hole for headphone, One front large zipper pocket with comprehensive organiser, Elastic mesh pocket and support clips at both sides, Reflective piping design for safety, Padded ergonomic adjustable backpack strap with carry handle and Extra padded back for easy carrying~~~1680 denier nylon and textured nylon~33cm (W) x 47cm (H) x 22cm (D)~~G2183.jpg~~~Black/Navy, Black/Black, Black/Red~Black-Navy, Black-Black, Black-Red~~~~~~~Top Pocket: 8cm (W) x 4cm (H), Bottom Pocket: 8cm (W) x 6cm (H)~~~~~~~1 Position~1 Colour~Plastisol Transfer~~~~~25~53.17~50~50.81~100~46.80~250~43.19~~~~~~~~~~~75.00~~~~~~~~~20 units-box, 54cm x 40cm x 65cm, 19.5kg~~~~
